Name,Manufacturer,Composition,INCI,Status,Expiration
EXOSIL,CAROI'LINE COSMETICA SL,100% Derived natural,Hydrogenated Ethylexyl Olivate (and) Hydrogenated Olive Oil Unsaponifiables,approved,06/03/2027
Microcare 350,Micro Powders,100% Natural,Copernicia Cerifera Cera,approved,06/03/2027
Durosoft PG4L-SG,Stephenson Group Ltd,100% Derived natural,Polyglyceryl-4 Laurate,approved,08/03/2027
Sisterna L70-C,Sisterna B.V.,9% Natural 40% Derived natural 51% Water,"Aqua, Sucrose Laurate, Alcohol",approved,09/03/2027
ImerCare 400D,Lehmann&Voss&Co. KG,100% Natural,Diatomaceous Earth,approved,09/03/2027
ImerCare 11T,Lehmann&Voss&Co. KG,100% Natural,Talc,approved,09/03/2027
ImerCare 400P-Scrub,Lehmann&Voss&Co. KG,100% Natural,Perlite,approved,09/03/2027
Imercare 2K,Lehmann&Voss&Co. KG,100% Natural,Kaolin,approved,09/03/2027
Raya Hyaluron 500,Lehmann&Voss&Co. KG,100% Derived natural,Sodium Hyaluronate,approved,09/03/2027
IMMUNIGHT™,LUCAS MEYER COSMETICS SAS,"0,1% Natural 99,9% Derived natural","Triheptanoin, Lavandula Hybrida Extract",approved,09/03/2025
Sodium Hyaluronate/Hyaluronic Acid (Molecular weight≥0.5M Da),"Shandong Focusfreda Biotech Co., Ltd",100% Derived natural,Sodium Hyaluronate,approved,10/03/2027
Sodium Hyaluronate/Hyaluronic Acid (Molecular weight 10K Da~0.5M Da),"Shandong Focusfreda Biotech Co., Ltd",100% Derived natural,Sodium Hyaluronate,approved,10/03/2027
Sodium Hyaluronate/Hyaluronic Acid (Molecular weight=10K Da),"Shandong Focusfreda Biotech Co., Ltd",,Sodium Hyaluronate,approved,10/03/2027
Plantasens Pro LM,Clariant Produkte (Deutschland) GmbH,100% Derived natural,"Lauryl/Myristyl Polyricinoleate, Glycerin",approved,10/03/2027
Buffer Solution,SURFACTGREEN,50.04% Natural 49.96% Water,"Aqua, Sodium Lactate, Lactic Acid",approved,10/03/2027
Akocare Coconut Oil RA SG™,"AAK Sweden AB, Personal Care",100% Natural,Cocos Nucifera Oil,approved,20/04/2027
COPAIBA BALSAM (140-0031),Claus Nitsche & Sohn GmbH,100% Natural,COPAIFERA OFFICINALIS RESIN,approved,20/03/2027
PROTELAN AG 915 SF RSPO-MB,Zschimmer & Schwarz GmbH & Co KG,25% Derived natural 75% Water,"Aqua, Disodium Cocoyl Glutamate",approved,20/03/2025
PROTELAN AGC 25 RSPO-MB,Zschimmer & Schwarz GmbH & Co KG,25% Derived natural 75% Water,"Aqua, Disodium / Sodium Cocoyl Glutamate",approved,20/03/2025
APPYCLEAN 6382,DKSH GmbH,50% Derived natural 50% Water,"Decyl Glucoside, Water",approved,20/03/2025
APPYCLEAN 6669,DKSH GmbH,100% Derived natural,"Cetearyl wheat straw glycosides, Cetearyl alcohol",approved,20/03/2025
APPYCLEAN 6548 M,DKSH GmbH,100% Derived natural,"Cetearyl alcohol, Cetearyl wheat straw glycosides",approved,20/03/2025
BENTONE HYDROCLAY™ 700,Elementis,100% Natural,"Hectorite, Xanthan Gum",approved,22/03/2027
PURAC® BF P-41,Corbion,65.9% Natural 34.1% Water,"Lactic Acid, Potassium Lactate, Aqua",approved,23/03/2025
PURAC® FCC 80,Corbion,80% Natural 20% Water,,approved,23/03/2025
PURAC® HiPure 90,Corbion,90% Natural 10% Water,"Lactic Acid, Aqua",approved,23/03/2025
PURASAL® S/HQ 60,Corbion,60% Natural 40% Water,"Sodium Lactate, Aqua",approved,23/03/2025
PURAC® UltraPure 50,Corbion,50% Natural 50% Water,"Lactic Acid, Aqua",approved,23/03/2025
PURASOLV® EL,Corbion,100% Derived natural,Ethyl Lactate,approved,23/03/2025
PURAC® HS 90,Corbion,90% Natural 10% Water,"Lactic Acid, Aqua",approved,23/03/2025
PURAC® UltraPure 90,Corbion,90% Natural 10% Water,"Lactic Acid, Aqua",approved,23/03/2025
Botanical Zitronenschale Gly kbA 0488681,Bell Flavors & Fragrances GmbH,"2% Natural (1% Organic) 72,80% Derived natural 0,2% Nature-identical 25% Water","Glycerin, Aqua, Citrus Limon Peel Extract, Lactic Acid, Potassium Sorbate, Sodium Benzoate",certified,22/03/2027
APPYCLEAN 6886,DKSH GmbH,52% Derived natural 48% Water,"Lauryl/Myristyl Wheat Bran/Straw Glycosides, Caprylyl/Capryl Wheat Bran/Straw Glycoside, Water",approved,22/03/2025
Evicare emulgiza rich,evident ingredients GmbH,100% Derived natural,"Glyceryl Stearate Citrate, Cetearyl Alcohol, Glyceryl Behenate",approved,23/03/2027
Evicide magnolia 85,evident ingredients GmbH,5% Natural 95% Derived natural,"Glyceryl Caprylate, Pentylene Glycol, Magnolia Officinalis Bark Extract",approved,23/03/2027
GOSULIN STYLE,Gobiotics BV,100% Natural,"Inulin, Aureobasidium Pullulans Ferment Extract",approved,27/03/2027
RISOLINE TC,Gobiotics BV,100% Natural,Oryza Sativa Starch,approved,27/03/2027
Ladicrude´D,oceanBASIS GmbH,"55,25% Natural (55% Organic) 1% Nature-identical 43,75% Water","Laminaria Digitata Extract, Aqua, Potassium Sorbate, Sodium Benzoate, Lactic Acid",certified,27/03/2027
Fucocrude´V,oceanBASIS GmbH,"25,25% Natural (25% Organic) 1% Nature-identical 73,75% Water","Fucus Vesiculosus Extract, Aqua, Sodium Benzoate, Potassium Sorbate, Lactic Acid",certified,27/03/2027
SAKADIKIUM,Seppic SA,2% Natural 68.6% Derived natural 29.4% Water,"Glycerin, Aqua, Hedychium Coronarium Root Extract",approved,28/03/2025
Borēaline® Protect,"Lucas Meyer Cosmetics, a division of Clariant (Canada) Inc.",10% Natural 63% Derived natural 27% Water,"Glycerin, Aqua, Picea Mariana Bark Extract",approved,28/03/2027
Nat. Perfume Compound Quince & Almond P0250222,Frey + Lau GmbH,100% Natural,Parfum,approved,28/03/2027
Nat. Perfume Compound Secret Flower I P0252440,Frey + Lau GmbH,100% Natural,Parfum,approved,28/03/2027
Nat. Perfume Compound Sensitive & Creamy P0252111,Frey + Lau GmbH,100% Natural,Parfum,approved,28/03/2027
Nat. Perfume Compound Tin Blue P0252282,Frey + Lau GmbH,100% Natural,Parfum,approved,28/03/2027
Nat. Perfume Compound Verveine-Lime P0252157,Frey + Lau GmbH,100% Natural,Parfum,approved,28/03/2027
F25-AC -P Ethanol aus Agrarrohstoffen Koscher for Passover,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
A15-AC Ethanol absolutus aus Agrarrohstoffen Koscher,Alcosuisse AG,99.8% Natural 0.2% Water,"Alcohol, Water",approved,29/03/2027
CH11 Schweizer Trinkethanol,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
CH15 Schweizer Pharmaethanol,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
E11-A Ethanol aus Agrarrohstoffen,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
E15-A Ethanol aus Agrarrohstoffen,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
E15-AC Ethanol aus Agrarrohstoffen Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F11-A Ethanol aus Agrarrohstoffen,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F11-AC Ethanol aus Agrarrohstoffen Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F11-G Ethanol aus Getreide,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F11-GC Ethanol aus Getreide Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F15-AC Ethanol aus Agrarrohstoffen Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F15-G Ethanol aus Getreide,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F15-GC Ethanol aus Getreide Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
F25-AC Ethanol aus Agrarrohstoffen Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
E11-AC Ethanol aus Agrarrohstoffen Koscher,Alcosuisse AG,94% Natural 6% Water,"Alcohol, Water",approved,29/03/2027
Matrilox CA001M,DKSH GmbH,100% Derived natural,Azelaic Acid,approved,29/03/2025
"Oilrich Almond, 755130",W. Ulrich GmbH,100% Natural,"Olus (Vegetable) Oil, Prunus Amygdalus Dulcis Oil, Tocopherol",approved,31/03/2027
BiotyFerment™ Astra,"Lucas Meyer Cosmetics, a division of Clariant (Canada) Inc.",2% Natural 85% Derived natural 13% Water,"Glycerin, Aqua, Astragalus Membranaceus Root Extract",approved,31/03/2027
Amber Powder,Svaros sprendimas Ltd.,100% Natural 100% Derived natural,Amber Powder,approved,03/04/2025
Goldmann Fe Red,S. Goldmann GmbH & Co. KG,100% Nature-identical,CI 77491,approved,03/04/2027
OLIVOIL AVENATE EMULSIFIER MB,Kalichem srl,90.1% Derived natural 0.4% Nature-identical 9.5% Water,"POTASSIUM OLIVOYL HYDROLYZED OAT PROTEIN, CETEARYL ALCOHOL, GLYCERYL OLEATE, GLYCERYL STEARATE, AQUA, POTASSIUM SORBATE. SODIUM BENZOATE, BENZYL ALCOHOL",approved,05/04/2025
OLIVOIL AVENATE FOKSNaB,Kalichem srl,27% Derived natural 2.3% Nature-identical 70.7% Water,"POTASSIUM COCOYL HYDROLYZED OAT PROTEIN, POTASSIUM OLIVOYL HYDROLYZED OAT PROTEIN, AQUA, POTASSIUM SORBATE, SODIUM BENZOATE, BENZYL ALCOHOL, POTASSIUM CHLORIDE",approved,05/04/2025
OLIVOIL SURFACTANT FOKSNaB,Kalichem srl,28% Derived natural 2.3% Nature-identical 69.7% Water,"POTASSIUM OLIVOYL HYDROLYZED WHEAT PROTEIN, AQUA, POTASSIUM SORBATE, SODIUM BENZOATE, BENZYL ALCOHOL, POTASSIUM CHLORIDE",approved,05/04/2025
OLIVERICE,Kalichem srl,27% Derived natural 1% Nature-identical 72% Water,"Potassium Cocoyl/Olivoyl Hydrolyzed Rice Protein, AQUA, SODIUM BENZOATE, POTASSIUM CHLORIDE",approved,05/04/2025
"JOJOBA FLAKES, 71340",Henry Lamotte Oils GmbH,100% Derived natural,Hydrogenated Jojoba Oil,approved,07/04/2027
SKINectura™,SOUTHERN CROSS BOTANICALS PTY LTD,2% Natural 70% Derived natural 28% Water,"Glycerin, Aqua, Anigozanthos Flavidus Extract",approved,07/04/2025
CutiFine CLR™,CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,"5,05% Natural 5,15% Derived natural 89,80% Water","Aqua, Adansonia Digitata (Baobab) Pulp Extract, Vaccaria Segetalis (Cowherb) Extract, Phenylpropanol, Pentylene Glycol, Citric Acid, Trisodium citrate dihydrate",certified,13/04/2027
Defenscalp PF,"Lucas Meyer Cosmetics, a division of Clariant (Canada) Inc.",4% Natural 65% Derived natural 31% Water,"Glycerin, Aqua, Epilobium Angustifolium Flower/Leaf/Stem Extract",approved,17/04/2027
Canadian Willowherb 5% Clear PF,"Lucas Meyer Cosmetics, a division of Clariant (Canada) Inc.",4% Natural 65% Derived natural 31% Water,"Glycerin, Aqua, Epilobium Angustifolium Flower/Leaf/Stem Extract",approved,17/04/2027
GREENQUAT BT-C,Socri S.p.A.,75% Natural 25% Derived natural,"Acetic Acid, Betaine, Polyglyceryl-3-Oleate",approved,17/04/2025
COLORMULS Xtreme,Socri S.p.A.,100% Derived natural,"Polyglyceryl-4 Stearate Phosphate, Cetyl Alcohol, Lauryl Alcohol",approved,17/04/2025
COLORMULS XBase,Socri S.p.A.,100% Derived natural,Polyglyceryl-4 Stearate Phosphate,approved,17/04/2025
WorléeJojoba Oil Golden,Worlée-Chemie GmbH,100% Natural,Simmondsia Chinensis Seed Oil,approved,17/04/2027
SESAQUA,"SEIWA KASEI CO., LTD.",22% Derived natural 78% Water,"Hydrolyzed Sesame Protein, Butylene Glycol, Water",approved,25/03/2027
Hammonia Wax RVS,Hammonia Oleochemicals GmbH,100% Natural,Rhus Verniciflua Peel Cera,approved,20/04/2027
Vegelight Silk,Biosynthis,100% Derived natural,,approved,20/04/2025
ALGAKTIV® Optimmunist Oil,Algaktiv,100% Natural,"Helianthus Annuus (Sunflower) Seed Oil, Phaeodactylum Tricornutum Extract, Tocopherol",approved,20/04/2027
Akogel™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Vegetable Oil,approved,20/04/2027
LIPEX® Shea,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Shea Butter,approved,20/04/2027
LIPEX® SheaSoft™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Shea Butter,approved,20/04/2027
LIPEX® SheaSoft TR™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Shea Butter,approved,20/04/2027
ORGANIC MYRALYS (010026),GREENTECH SA,2.5% Natural (2.5% Organic) 49% Derived natural 48.5% Water,"Propanediol, Aqua, Gentiana Lutea Root Extract",certified,21/04/2025
dermofeel SL MB,Evonik Operations GmbH,100% Derived natural,Sodium Stearoyl Lactylate,approved,25/04/2027
dermofeel SL SG,Evonik Operations GmbH,100% Derived natural,Sodium Stearoyl Lactylate,approved,25/04/2027
TEGO Natural Betaine,Evonik Operations GmbH,85% Natural 15% Water,"Betaine, Aqua",approved,25/04/2027
Grapefruitöl FCF 2004523,Düllberg Konzentra GmbH & Co.KG,100% Natural,Citrus Grandis Peel Oil,approved,19/04/2025
BiotyFerment™ MATÉ,"Lucas Meyer Cosmetics, a division of Clariant (Canada) Inc.","0,2% Natural 85% Derived natural 14,8% Water","Glycerin, Aqua, Ilex Paraguariensis Leaf Extract",approved,27/04/2027
F11-AC Ethanol aus Agrarrohstoffen Koscher,Grant Industries Inc.,44% Derived natural 56% Nature-identical,"Titanium Dioxide, C13-C15 Alkane, Polyhydroxystearic Acid, Stearic Acid, Alumina",approved,28/04/2025
UV CUT TiO2-55-CG,Grant Industries Inc.,51% Derived natural 49% Nature-identical,"Titanium Dioxide, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Stearic Acid, Alumina",approved,28/04/2025
UV CUT TiO2-65-CC,Grant Industries Inc.,44% Derived natural 56% Nature-identical,"Titanium Dioxide, Coco-Caprylate/Caprate, Polyhydroxystearic Acid, Stearic Acid, Alumina",approved,28/04/2025
UV CUT TiO2-60-C9,Grant Industries Inc.,47.5% Derived natural 52.5% Nature-identical,"Titanium Dioxide, C9-12 Alkane, Polyhydroxystearic Acid, Coco-Caprylate/Caprate, Stearic Acid, Alumina",approved,28/04/2025
UV CUT TiO2-60-VL,Grant Industries Inc.,47.5% Derived natural 52.5% Nature-identical,"Titanium Dioxide, Coconut Alkanes, Polyhydroxystearic Acid, Coco-Caprylate/Caprate, Stearic Acid, Alumina",approved,28/04/2025
SENSOCEL ® 8,CFF GmbH & Co. KG,100% Derived natural,Microcrystalline Cellulose,approved,05/05/2025
SENSOCEL ® bc 20,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,05/05/2025
SENSOCEL ® bc 40,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,05/05/2025
SENSOCEL ® bc 200,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,05/05/2025
SENSOCEL ® oc 200,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,05/05/2025
SENSOCEL ® stab 026-N,CFF GmbH & Co. KG,100% Derived natural,"Microcrystalline Cellulose, Xanthan Gum",approved,05/05/2025
Sensocel bc ® 1000,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,05/05/2025
NIO-GLUCAN,NATURALIS SRL,6% Natural 47% Derived natural 47% Water,"Beta glucan, Magnolol/Hono kiol, Polyglyceryl 6 Oleate, Polyglyceryl 6 Laura te, Sorbitan Oleate, Aqua/Water",approved,04/05/2025
NIO-OLIGO HA,NATURALIS SRL,3.5% Natural 46.5% Derived natural 50% Water,"Hydrolized Hyaluronic Acid, Kaempferol, Magnolol/Honokiol, Polyglyceryl 10 Oleate, Polyglyceryl 6 Oleate, Apricot Kernel Oil Polyglyceryl 6 Esters, Sorbitan Palmitate, Aqua/Water",approved,04/05/2025
NIO-OXY,NATURALIS SRL,2% Natural 51.5% Derived natural 46.5% Water,"Hydroxyresveratrol, Polyglyceryl 10 Oleate, Polyglyceryl 6 Laurate, Sorbitan Palmitate, Aqua/Water",approved,04/05/2025
NIO-VCS,NATURALIS SRL,1.5% Natural 64% Derived natural 34.5% Water,"3O Ethyl Ascorbic Acid, Magnolol/Honokiol, Polyglyceryl 10 Oleate, Polyglyceryl 6 Laurate, Sorbitan Palmitate, Aqua/Water",approved,04/05/2025
ELASTID,NATURALIS SRL,1.5% Natural 68% Derived natural 30.5% Water,"Asiaticoside, Polyglyceryl 10 Laurate, Polyglyceryl 6 Oleate, Sorbitan oleate , Aqua/Water",approved,04/05/2025
NIO-SENSYL,NATURALIS SRL,7.5% Natural 48.5% Derived natural 44% Water,"Hydrolyzed Garcinia Mangostana Fruit Extract, Saccharomyces/Zinc ferment, Magnolol/Honokiol, Polyglyceryl 10 Oleate, Apricot Kernel Oil Polyglyceryl 6 Esters, So rbitan Palmitate, Cetyl Phosphate, Aqua/Water",approved,04/05/2025
NIO-TROX,NATURALIS SRL,12% Natural 41.5% Derived natural 46.5% Water,"Troxerutin, Magnolol/Honokiol, Polyglyceryl 10 Laurate, Polyglyceryl 6 Oleate, Sorbitan Palmitate, Aqua/Water",approved,04/05/2025
LIFTONYL,NATURALIS SRL,36% Natural 9% Derived natural 0.32% Nature-identical 54.68% Water,"Aqua, Malpighia Emarginata Fruit Extract, Pullulan, Glycerin, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
CUTICLEX,NATURALIS SRL,100% Derived natural,"Polyglyceryl 4 Caprate, Polyglyceryl 3 Ricinoleate",approved,04/05/2025
NIO-LIGHT,NATURALIS SRL,9% Natural 48.5% Derived natural 42.5% Water,"Phloretin, Naringin, Morinda Citrifolia extract, Polyglyceryl 10 Laurate, Polyglyceryl 6 Oleate, Sorbitan Palmitate, Aqua/Water",approved,04/05/2025
ANACRYN,NATURALIS SRL,4% Natural 42.5% Derived natural 53.5% Water,"Aqua, Glycerin, Eclipta Prostrata Extract",approved,04/05/2025
PHYTOCOMPLEX AGE,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Equisetum Arvense Leaf Extract, Daucus Carota Sativa Root Extract, Aesculus Hippocastanum Seed Extract, Panax Ginseng Root Extract, Echinacea Angustifolia Root Extract, Hypericum Perforatum Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate.",approved,04/05/2025
PHYTOCOMPLEX AHC,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Ananas Sativus Fruit Extract, Fucus Vesciculosus Extract, Ruscus Aculeatus Root Extract, Camellia Sinensis Leaf Extract, Trigonella Foenum Graecum Seed Extract,Benz yl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX ASM,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Borag o Officinalis Extract, Triticum Vulgare Germ Extract, Humulus Lupulus Flower Extract, Centella Asiatica Leaf Extract, Echinacea Angustifolia Root Extract, Melissa Officinalis Leaf Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX BOF,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Trigonella Foenum Graecum Seed Extract, Humulus Lupulus Flow er Extract, Hedera Helix Leaf Extract, Equisetum Arvense Leaf Extract, Hamamelis Virginiana Leaf Extract, Achillea Millefo lium Extract, Panax Ginseng Root Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX CUP,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Aesculus Hippocast anum Seed Extract, Trigonella Foenum Graecum Seed Extract, Humulus Lupulus Flower Extract, Rosmarinus Officinalis Leaf Extract, Salvia Officinalis Leaf Extract, Kigelia Africana Fruit Extract, Benzyl Alcohol, Sodium Benzoate , Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX BRF,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, A esculus Hippocastanum Seed Extract, Vitis Vinifera Leaf Extract, Spiraea Ulmaria Flower Extract, Althaea Officinalis Root Extract, Vaccinium Myrtillus Fruit Extract, Krameria Triandra Root Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX DAF,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Hedera Helix Leaf Extract, Salvia Officinalis Leaf Extract, Nasturtium Officinale Flow er/Leaf Extract, Propolis Extract, Cetraria Islandica Extract, Rosmarinus Officinalis Leaf Extract, Benzyl Alcohol , Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX DET,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Arnica Montana Flower Extract, Melissa Officinalis Leaf Extract, Eucalyptus Globulus Leaf Extract, Juniperus Communis fruit Extract, Salvia Officinalis Leaf Extract, Ruscus Aculeatus Root Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX DH,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Prunus Amygdalus Dulcis Seed Extract, Panicum Miliaceum Seed Extract, Linum Usitatissimum Seed Extract, Olea Europea Leaf Extract, Rosmarinus Officinalis Leaf Extract, Arnica Montana Flower Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX HL,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Humulus Lupulus Extract, Cimicifuga Racemosa Root Extract, Punica Granatum Extract, Trigonella Foenum Graecum Seed Extract, Salvia Officinalis Leaf Extract , Serenoa Serrulata Fruit Extract, Citrus Limon Peel Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX MOS,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Calendula Officinalis Flower Extract, Althaea Officinalis Root Extract, Mel Extract, Cucumis Sativus Fruit Extract, Tilia Cordata Flower Extract, Verbascum Thapsus Extract, Aloe Barbadensis Leaf Extract, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate",approved,04/05/2025
PHYTOCOMPLEX OH,NATURALIS SRL,3% Natural 82% Derived natural 0.9% Nature-identical 14.1% Water,"Glycerin, Aqua, Arctium Lappa Root Extract, Urtica Dioica Extract, Ruscus Aculeatus Root Extract, Betula Alba Leaf Extract, Lavandula Angustifolia Flower Extract, Arnica Montana Flower Extract, Benzyl Alcohol, Sodium Benzoato, Potassium Sorbate",approved,04/05/2025
