Name,Manufacturer,Composition,INCI,Status,Expiration
Regenight™,SOUTHERN CROSS BOTANICALS PTY LTD,"0,25% Natural 99,75% Derived natural","Triheptanoin, Melaleuca Alternifolia Leaf Oil",approved,22/07/2026
CitroVisc® 1000,"P2 Science, Inc.",100% Derived natural,"Polycitronellol, Hydrogenated Vegetable Oil",approved,23/07/2026
TiMOOD™ O,Mibelle AG Biochemistry,5% Natural 95% Derived natural,"Zanthoxylum Alatum Fruit Extract, Caprylic/Capric Triglyceride",approved,23/07/2026
Cosphaderm® Tocopharin,Cosphatec GmbH,100% Natural,"Helianthus Annuus Seed Oil, Tocopherol, Carnosic Acid",approved,23/07/2026
FOOD COLOR TITANIUM DIOXIDE POWDER E171 (656838),Symrise AG,100% Nature-identical,,approved,23/07/2026
Rokonsal BSB-N,Ashland Specialties Deutschland GmbH,40% Derived natural 60% Nature-identical,"Benzyl Alcohol, Glycerin, Benzoic Acid, Sorbic Acid",approved,11/04/2026
ACB Wakame Bioferment Advanced - 20024,Active Concepts Srl,30% Natural 70% Water,"Aqua, Undaria Pinnatifida Cell Culture Extract, Leuconostoc/Radish Root Ferment Filtrate",approved,23/07/2026
Carvon LAEVO natürlich 0000 2491,Joh. Vögele KG,100% Natural,Carvone,approved,23/07/2026
Grapefruitöl weiß kbA 0000 2743,Joh. Vögele KG,100% Natural (100% Organic),Citrus Paradisi Peel Oil,approved,23/07/2026
C 72-04,Chemische Fabrik Budenheim KG,100% Nature-identical,Dicalcium Phosphate Dihydrate,approved,23/07/2026
CitroVisc® 5000,"P2 Science, Inc.",100% Derived natural,"Polycitronellol, Hydrogenated Vegetable Oil",approved,29/07/2026
Mimosen Absolue 15% SP 0000 5453,Joh. Vögele KG,100% Natural,Parfum,approved,23/07/2026
euxyl eco 910 preservative,Ashland Specialties Deutschland GmbH,10% Natural 0.1% Derived natural 89.9% Nature-identical,"Benzyl Alcohol, Cymbopogon Flexuosus Leaf Oil, Tocopherol",approved,25/07/2026
euxyl k 903 preservative,Ashland Specialties Deutschland GmbH,0.1% Derived natural 99.9% Nature-identical,"Benzyl Alcohol, Benzoic Acid, Dehydroacetic Acid, Tocopherol",approved,25/07/2026
AC Vegetable Collagen PF-20645PF,Active Concepts Srl,"2% Natural 4,5% Derived natural 93,5% Water","Aqua, Hydrolyzed Vegetable Protein, Leuconostoc/Radish Root Ferment Filtrate",approved,26/07/2026
Nat. Parfümöl Orange & Zitrone P0252304,Frey + Lau GmbH,100% Natural,Parfum,approved,26/07/2026
CitroVisc® 10K,"P2 Science, Inc.",100% Derived natural,"Polycitronellol, Hydrogenated Vegetable Oil",approved,29/07/2026
Nat. Parfümöl Orangeflower One P0252729,Frey + Lau GmbH,100% Natural,Parfum,approved,26/07/2026
Citrolatum® C,"P2 Science, Inc.",7% Natural 93% Derived natural,"Polycitronellol, Euphorbia Cerifera",approved,06/08/2026
Citrolatum® B,"P2 Science, Inc.",10% Natural 90% Derived natural,"Polycitronellol, Cera Alba",approved,06/08/2026
Nat. Parfümöl Vanillawood P0252730,Frey + Lau GmbH,52% Natural 48% Derived natural,"Parfum, Triethyl Citrate",approved,26/07/2026
CitroButter™ S,"P2 Science, Inc.",60% Natural 40% Derived natural,"Polycitronellol, Butyrospermum Parkii Butter, Helianthus Annuus (Sunflower) Seed Wax",approved,20/08/2026
Natürliches Parfümöl Lemon + Bambus P0251252,Frey + Lau GmbH,100% Natural,Parfum,approved,26/07/2026
CD Sweet Potato Red Powder,NSW Toscana Trading s.r.l.,25% Natural 75% Derived natural,"Distarch Phosphate, Ipomoea Batatas Root Extract, Citric acid",approved,26/07/2026
CD Radish Red Powder,NSW Toscana Trading s.r.l.,35% Natural 65% Derived natural,"Distarch Phosphate, Raphanus Sativus Root Extract, Citric acid",approved,26/07/2026
VANATURAL® Bentonite Clay,"Vanderbilt Minerals, LLC",92% Natural 8% Water,Bentonite,approved,29/07/2026
OLIVEM 2090G,HALLSTAR ITALIA S.R.L.,100% Derived natural,"POLYGLYCERYL -4- OLEATE, POLYGLYCERYL -3- POLYRICINOLEATE",approved,29/07/2026
Pantrofina Skin 360MB,Sharon Personal Care,7.5% Natural 92.5% Derived natural,"Diglycerin, Pinus Pinaster Extract",certified,31/07/2025
Pantrofina Eyelight BH,Sharon Personal Care,100% Natural,"Adansonia Digitata Seed Oil, Helianthus Annus (Sunflower), Seed Oil, Helichrysum Angustifolium Flower Extract, Brassica Oleracea Italica (Broccoli) Sprout Extract",certified,31/07/2025
Instathix®,Alchemy Ingredients Ltd,5% Natural 95% Derived natural,"Xanthan Gum, Sodium Stearoyl Lactylate, Tapioca Starch, Sodium alginate",approved,15/11/2025
Emulgade® Verde 10 OL,BASF Personal Care and Nutrition GmbH,100% Derived natural,Polyglyceryl-10 Oleate,approved,07/08/2026
PhytoVie Defense,TRI-K INDUSTRIES,100% Derived natural,"Brassica Campestris/Aleurites Fordi Oil Copolymer, Tocopherol",approved,05/08/2026
LeciFis TFC IPM 10009,FISMER LECITHIN GmbH,100% Natural,Lecithin,approved,07/08/2026
Sensocel 200G,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,09/08/2026
CBP Sugar Extra Fine,Cosun Biobased Experts B.V.,100% Natural,Sucrose,approved,09/08/2026
Silkall 100 unsterilized,Ikeda Corporation,100% Natural,SILK,approved,25/07/2026
Azelaic Acid natural 7368,Selco Wirkstoffe Vertriebs GmbH,100% Derived natural,Azelaic Acid,approved,14/08/2026
PRISORINE 3505-LQ-(GD),Cargill NV,100% Derived natural,Isostearic Acid,approved,12/08/2026
STARDESIGN™ PURE,Cargill NV,100% Natural,Zea Mays Starch,approved,12/08/2026
SATIAGEL™ VPC 614,Cargill NV,100% Natural,Carrageenan,approved,12/08/2026
PRISORINE 3515-LQ-(GD),Cargill NV,100% Derived natural,Isostearyl Alcohol,approved,12/08/2026
Floraesters® K100 Jojoba,Cargill NV,92% Derived natural 8% Water,"Hydrolyzed Jojoba Esters, Jojoba Esters, Aqua",approved,12/08/2026
Floraesters® K-20W Jojoba,Cargill NV,80% Derived natural 20% Water,"Hydrolyzed Jojoba Esters, Aqua",approved,12/08/2026
EMULFLUID™ NGM,Cargill NV,100% Derived natural,Lysolecithin,approved,12/08/2026
ACTIGUM™ CS 11 QD,Cargill NV,100% Derived natural,Sclerotium Gum,approved,12/08/2026
ACTIGUM™ CS 11 QD P,Cargill NV,100% Derived natural,Sclerotium Gum,approved,12/08/2026
JOH65UJE,Kobo Products SAS,33.4% Natural 1.6% Derived natural 65% Nature-identical,"CI 77891, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Jojoba Esters, Polyglyceryl-6 Polyricinoleate",approved,15/08/2026
JOH55RJE,Kobo Products SAS,43.4% Natural 1.1% Derived natural 55.5% Nature-identical,"CI 77491, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Jojoba Esters, Polyglyceryl-6 Polyricinoleate",approved,15/08/2026
JOH55BJE,Kobo Products SAS,43.9% Natural 1.1% Derived natural 55% Nature-identical,"CI 77499, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Jojoba Esters, Polyglyceryl-6 Polyricinoleate",approved,15/08/2026
JOH45YJE,Kobo Products SAS,53% Natural 2.5% Derived natural 44.5% Nature-identical,"Simmondsia Chinensis (Jojoba) Seed Oil, CI 77492, Jojoba Esters, Polyglyceryl-6 Polyricinoleate, Silica",approved,15/08/2026
Nat. Parfümöl Ananas Shake P0252040,Frey + Lau GmbH,100% Natural,Parfum,approved,16/08/2026
Nat. Parfümöl Walderdbeerchen P0250382,Frey + Lau GmbH,100% Natural,Parfum,approved,16/08/2026
"Johanniskrautmazerat auf Basis Extra Virgin Olivenöl Bio, 470975",W. Ulrich GmbH,100% Natural (80% Organic),"Olea Europaea Fruit Oil, Hypericum Perforatum Oil",approved,16/08/2026
Coenzyme Q10,NHU EUROPE GmbH,100% Natural,Ubiquinone,approved,16/08/2026
Nat. Parfümöl Avocado P0250220,Frey + Lau GmbH,100% Natural,Parfum,approved,16/08/2026
Nat. Parfümöl Gentle Care P0252104,Frey + Lau GmbH,100% Natural,Parfum,approved,16/08/2026
EYEGLORIUS,Gattefossé SAS,0.5% Natural 99.5% Derived natural,"Octyldodecyl Myristate, Hippophae Rhamnoides Extract",approved,20/08/2026
SOLASTEMIS,Gattefossé SAS,52.6% Natural 23.75% Derived natural 0.15% Nature-identical 23.5% Water,"Fructose, Glycerin, Water, Sechium Edule Fruit Extract, Sodium Benzoate, Citric Acid",approved,20/08/2026
LIPOCIRE CM SG,Gattefossé SAS,100% Derived natural,C10-18 Triglycerides,approved,20/08/2026
LIPOCIRE DM SG,Gattefossé SAS,100% Derived natural,C10-18 Triglycerides,approved,20/08/2026
LIPOCIRE NA 10 PELLETS MB,Gattefossé SAS,100% Derived natural,C10-18 Triglycerides,approved,20/08/2026
Kamillen-Auszug Gly kbA 0486779,Bell Flavors & Fragrances GmbH,"1,1% Natural (90,91% Organic) 50% Derived natural 1% Nature-identical 47,9% Water","Glycerin, Aqua, Chamomilla Recutita Flower Extract, Citric Acid, Sodium Benzoate",certified,21/08/2026
Botanical Pfefferminze Gly 0488257,Bell Flavors & Fragrances GmbH,"1,1% Natural 50% Derived natural 0,2% Nature-identical 48,7% Water","Glycerin, Aqua, Mentha Piperita Leaf Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate",approved,21/08/2026
VividEYE™,Mibelle AG Biochemistry,1% Natural (100% Organic) 92.5% Derived natural 6.5% Water,"Mentha Suaveolens Leaf Extract, Maltodextrin, Water",certified,21/02/2027
Marula Oil,Arxada LLC,100% Natural,Sclerocarya Birrea Seed Oil,approved,21/08/2026
Coco Aloe Hypo (462520),Symrise AG,50% Natural 50% Derived natural,Parfum,approved,21/08/2026
Romol AFSK,"Uniproma Chemical Co., Ltd",100% Derived natural,Potassium Cetyl Phosphate,approved,23/08/2026
VIAMERINE® 10 000 deodorized,ALDIVIA,100% Derived natural,Oleic/Linoleic/Linolenic Polyglycerides,approved,23/08/2026
VIAMERINE® 2500 deodorized,ALDIVIA,,Oleic/Linoleic/Linolenic Polyglycerides,approved,23/08/2026
VIAMERINE® 4000 deodorized,ALDIVIA,100% Derived natural,Oleic/Linoleic/Linolenic Polyglycerides,approved,23/08/2026
VIAMERINE® WH36 deodorized,ALDIVIA,100% Derived natural,Hydroxystearic/Linolenic/Oleic Polyglycerides,approved,23/08/2026
VIAMERINE® WH60 deodorized,ALDIVIA,100% Derived natural,Hydroxystearic/Linolenic/Oleic Polyglycerides,approved,23/08/2026
VIAMERINE® WH70 deodorized,ALDIVIA,100% Derived natural,Hydroxystearic/Linolenic/Linoleic Polyglycerides,approved,23/08/2026
Algica®,Swedish Algae Factory AB,100% Natural,Silica,approved,26/08/2026
Naturfarbstoff GRÜN 0000 8182,Joh. Vögele KG,82% Natural 18% Derived natural,"CI 75810, Helianthus Annuus Seed Oil",approved,26/08/2026
Orangenöl süß italienisch 0000 2157,Joh. Vögele KG,100% Natural,Citrus Sinensis Peel Oil Expressed,approved,26/08/2026
LOOK Oléoactif®,HALLSTAR FRANCE SAS,24% Natural 76% Derived natural,"Oleic Acid, Terminalia Arjuna Extract, Lecithin",approved,08/08/2026
LIFT Oléoactif®,HALLSTAR FRANCE SAS,99.8% Natural 0.2% Derived natural,"Carthamus Tinctorius (Safflower) Seed Oil, Spilanthes Acmella Flower/Leaf/Stem Extract, Astragalus Membranaceus Root Extract, Ubiquinone",approved,08/08/2026
Sodium Coco-Sulfate,Spec-Chem Industry Inc.,100% Derived natural,Sodium Coco-Sulfate,approved,28/08/2026
CefiraProtect CLR™,CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,62.8% Natural 37.2% Derived natural,"Betaine, Isomalt, Lactobacillus Ferment Lysate, Potassium Lactate, Lactic Acid, Kefiran",certified,28/08/2026
VEEGUM® D Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",91% Natural 1% Nature-identical 8% Water,Magnesium Aluminum Silicate,approved,28/08/2026
VANATURAL® MC Bentonite Clay,"Vanderbilt Minerals, LLC",91% Natural 1% Nature-identical 8% Water,Bentonite,approved,28/08/2026
VEEGUM® HV Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",89.3% Natural 2.7% Nature-identical 8% Water,Magnesium Aluminum Silicate,approved,28/08/2026
VEEGUM® K Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",90% Natural 2% Nature-identical 8% Water,Magnesium Aluminum Silicate,approved,28/08/2026
VEEGUM® R Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",91.8% Natural 0.2% Nature-identical 8% Water,Magnesium Aluminum Silicate,approved,29/08/2026
ROSE OF DAMAS ABSOLUTE,PHYTOTAGANTE,100% Natural,Rosa Damascena (Rose) Flower Extract,approved,29/08/2026
RESINOID ABSOLUTE IRIS GERMANICA,PHYTOTAGANTE,100% Natural,Iris Germanica Root Extract,approved,29/08/2026
LIPerfection O,Mibelle AG Biochemistry,0.5% Natural (100% Organic) 99.5% Derived natural,"Brassica Alba Sprout Extract, Caprylic/Capric Triglyceride",certified,01/03/2027
VIATENZA® Shea PO6 amphiphilic,ALDIVIA,100% Derived natural,Shea Butter Polyglyceryl-6 Esters,approved,29/08/2026
Pfirsich nat. 0794888,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Oriental Man Nat.Blend 0803608,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Vanilla NatScent LS 0810796,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Reis & Bambus NatScent LS 0812040,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Rosa Grapefruit & Zitronenmelisse Nat.Scent 6101149,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Melone Natscent SB 6100308,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Kakao & Amaranth Nat.Scent 6100159,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Jolie NatScent oMetsaly 6102236,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
Frozen Coconut neu NatScent 6102469,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,29/08/2026
VEEGUM® Pure Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",92% Natural 8% Water,Mangesium Aluminum Silicate,approved,30/08/2026
Red Clover Herbasec Art. No. 218400.09.2,Lipoid Kosmetik AG,0.5% Natural 99.5% Derived natural,"Maltodextrin, Trifolium Pratense Flower Extract",approved,30/08/2026
"Organic WorléeAloe IF, clear 1x (XRN)",Worlée-Chemie GmbH,"100% Natural (99,80% Organic)","Aloe Barbadensis Leaf Juice, Citric Acid",approved,30/08/2026
Nat. Parfümöl Mediterran Lavendel P0250539,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Myrrhenöl S0100322,Frey + Lau GmbH,100% Natural,Commiphora Abyssinica Gum Oil,approved,02/09/2026
Nat. Parfümöl Davana/Sandel/Orange/Neroli P0250262,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Natürliches Parfümöl Apfel P0250498,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
BergaSom Sun 75H,,100% Derived natural,Hydrogenated Lecithin,approved,02/09/2026
Natürliches Parfümöl Babybalm E vegan P0251332,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Natürliches Parfümöl Haapala P0251998,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Vegarol 2022,VVF (INDIA) LIMITED,100% Derived natural,Behenyl Alcohol,approved,02/09/2026
Natürliches Parfümöl Tschutiplatz 1 P0250444,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Natürliches Parfümöl Warm Wood P0252139,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Rosmarinöl (marok./tunes.Typ) P0124476,Frey + Lau GmbH,100% Natural,Parfum,approved,02/09/2026
Botanical Mandel Gly 0486262,Bell Flavors & Fragrances GmbH,"1,1% Natural 50% Derived natural","Glycerin, Aqua, Prunus Amygdalus Dulcis Seed Extract, Sodium Benzoate, Citric Acid",approved,02/09/2026
Climate Oil,COLIPI GmbH,100% Natural,Rhodotorula Ferment Oil,approved,04/10/2026
Botanical Cranberry Gly 0487871,Bell Flavors & Fragrances GmbH,"1,1% Natural 50% Derived natural 1% Nature-identical 47,9% Water","Glycerin, Aqua, Vaccinium Macrocarpon Fruit Extract, Sodium Benzoate, Citric Acid",approved,02/09/2026
Apricose Natscent 0800617,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,02/09/2026
CHICORY SEED OIL,BIOLIE,100% Natural,Cichorium Intybus Seed Oil,approved,03/09/2026
Garnet Red,BIOLIE,100% Natural (99% Organic),"Helianthus Annuus Seed Oil, ALKANNA TINCTORIA ROOT EXTRACT",certified,03/09/2026
MIRABELLE PLUM SEED OIL,BIOLIE,100% Natural (100% Organic),Prunus Domestica Seed Oil,certified,03/09/2026
CireNat™ Spheres Rice Bran Black,,96% Natural 4% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77499",approved,05/09/2026
CireNat™ Spheres Rice Bran Brown,,96% Natural 4% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77491, CI 77492, CI 77499",approved,05/09/2026
CireNat™ Spheres Rice Bran Creamy White,,96% Natural 4% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77891",approved,05/09/2026
CireNat™ Spheres Rice Bran Dark Chocolate,,98% Natural 2% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77491, CI 77492, CI 77499",approved,05/09/2026
CireNat™ Spheres Rice Bran Mahogany Rust,,96% Natural 1% Derived natural 3% Nature-identical,"Oryza Sativa (Rice) Bran Wax, Caprylic/Capric Triglycerides, CI 77491, CI 77492, CI 77499",approved,05/09/2026
CireNat™ Spheres Rice Bran Rusty Red,,96% Natural 4% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77491",approved,05/09/2026
CireNat™ Spheres Rice Bran Yellow,,96% Natural 4% Nature-identical,"Oryza Sativa (Rice) Bran Wax, CI 77492",approved,05/09/2026
Pectin HE,DKSH GmbH,100% Natural,Pectin,approved,05/09/2026
Goldmann Fe Black L,S. Goldmann GmbH & Co. KG,3% Derived natural 97% Nature-identical,"CI 77499, Hydrogenated Lecithin",approved,09/09/2026
Goldmann Fe Red L,S. Goldmann GmbH & Co. KG,3% Derived natural 97% Nature-identical,"CI 77491, Hydrogenated Lecithin",approved,09/09/2026
Goldmann Fe Yellow L,S. Goldmann GmbH & Co. KG,3% Derived natural 97% Nature-identical,"CI 77492, Hydrogenated Lecithin",approved,09/09/2026
Goldmann Ti White A L,S. Goldmann GmbH & Co. KG,3% Derived natural 97% Nature-identical,"CI 77891, Hydrogenated Lecithin",approved,09/09/2026
BLUE LAVENDER 2303000020,,85.3% Natural 14.7% Derived natural,,approved,10/09/2026
NATURALLY SPEARMINT FLAVOR 513488 T,,100% Natural,,approved,10/09/2026
LOTUS DREAM 2203000162,,28.54% Natural 71.46% Derived natural,,approved,10/09/2026
PRECIOUS BALM 2203000175,,8.8% Natural 91.2% Derived natural,,approved,10/09/2026
NATURAL SOFTNESS 2303000032,,6.21% Natural 93.79% Derived natural,,approved,10/09/2026
LIPEX® SMP™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Vegetable Oil,approved,10/09/2026
Akofine P™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Vegetable Oil,approved,10/09/2026
Akofine R™,"AAK Sweden AB, Personal Care",100% Derived natural,Hydrogenated Vegetable Oil,approved,10/09/2026
Eclipse D1-CC65,Uviva Technologies GmbH,35% Derived natural 65% Nature-identical,"Zinc Oxide, Coco-Caprylate/Caprate, Polyhydroxystearic Acid",approved,11/09/2026
COREX KUKUINUSS- ODER KENDIÖL,Corichem AG,100% Natural,Aleurites Moluccanus Seed Oil,approved,11/09/2026
Stearic Acid- Mascid 1801RM285,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Stearic Acid,approved,30/06/2026
Rosehip Oil Organic - Deod. Full Colour,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Rosa Canina,approved,30/06/2026
Abyssinian oil,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Crambe Abyssinica Seed Oil,approved,30/06/2026
ASIACOL 1698,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Cetyl Alcohol,approved,30/06/2026
Avocado Oil Refined,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Persea Gratissima Oil,approved,30/06/2026
Blackcurrant Seed Oil - Refined,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Ribes Nigrum Seed Oil,approved,30/06/2026
Castor Oil Organic,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Ricinus Communis Seed Oil,approved,30/06/2026
Cetostearyl Alcohol MB RSPO - Mascol 68-30P,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Cetostearyl Alcohol,approved,30/06/2026
Chia Seed Oil Organic - CP,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Salvia Hispanica Seed Oil,approved,30/06/2026
Coco Caprylate (Palmester 3550 C8 MCT),IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Caprylic Triglyceride,approved,30/06/2026
Comfrey root extract PI,IXOM Operations T/A Pure Ingredients Ltd,4.2% Natural 95% Derived natural 0.8% Nature-identical,"Symphytum Officinale Root Extract, Dehydroxyacetic acid [and] benzyl alcohol, Glycerine",approved,30/06/2026
Decyl Glucoside - Palm free,IXOM Operations T/A Pure Ingredients Ltd,50% Derived natural 50% Water,Decyl Glucoside,approved,30/06/2026
Fennel Oil,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Foeniculum Vulgare(Fennel)Oil,approved,30/06/2026
Geogard Ultra,IXOM Operations T/A Pure Ingredients Ltd,75% Natural 25% Derived natural,"Gluconolactone, Sodium Benzoate, Calcium Gluconate",approved,30/06/2026
Ginger Extract PI,IXOM Operations T/A Pure Ingredients Ltd,4.2% Natural 95% Derived natural (0.8% Organic),"Zingiber Officinale Rhizome Extract, Dehydroxyacetic acid [and] benzyl alcohol, Glycerine",approved,30/06/2026
Hazelnut Oil Refined,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Corylus Avellana Seed Oil,approved,30/06/2026
Hemp seed oil refined,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Cannabis Sativa Seed Oil,approved,30/06/2026
Hyaluronic Acid Powder 98%,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Sodium Hyaluronate,approved,30/06/2026
Jojoba Beads - 60-100,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Simmondsia Chinensis (Jojoba) Seed Wax,approved,30/06/2026
Jojoba Oil Organic - Golden Argentinian,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Simmondsia Chinensis Seed Oil,approved,30/06/2026
Kaolin Clay,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Kaolin,approved,30/06/2026
Kowhai Extract PI,IXOM Operations T/A Pure Ingredients Ltd,4.2% Natural 95% Derived natural (0.8% Organic),"Sophora Microphylla Bark/Leaf Extract, Dehydroxyacetic acid [and] benzyl alcohol, Glycerine",approved,30/06/2026
Lauryl glucoside-palm free,IXOM Operations T/A Pure Ingredients Ltd,50% Derived natural 50% Water,Lauryl Glucoside,approved,30/06/2026
Lemon Myrtle Essential Oil - Australian abp EOBACCITNA,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,BACKHOUSIA CITRIODORA LEAF OIL,approved,30/06/2026
Mascerol,IXOM Operations T/A Pure Ingredients Ltd,99.7% Derived natural 0.3% Water,Glycerine Refined - Non-Palm,approved,30/06/2026
Mascol 1698P,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Cetyl Alcohol,approved,30/06/2026
Mica - Satin Gold KT-202,IXOM Operations T/A Pure Ingredients Ltd,48% Natural 52% Derived natural,Mica,approved,30/06/2026
Nat Essential Blend FM74431,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,"Parfum or Aroma, Pelargonium Graveolens Oil, Lavandula Intermedia Flower/Leaf/Stem Oil, Citrus Aurantium Dulcis Peel Oil",approved,30/06/2026
Nat Garden Fresh FM80153,IXOM Operations T/A Pure Ingredients Ltd,9% Natural 91% Derived natural,"Triethyl citrate, Linalyl acetate, p-menth-1-en-8-ol, Abies Sibirica Oil, +)-bornan-2-one, Citronellyl acetate, Illicium Verum Fruit/Seed Oil, 2-phenylethanol, Alpha Ionone",approved,30/06/2026
OceanDerMX® Lift&Firm - G,IXOM Operations T/A Pure Ingredients Ltd,19.72% Natural 0.44% Derived natural 79.84% Water,"Aqua, Sarcothalia circumcincta, Cyathea Medullaris Leaf extract, Gluconolactone, Sodium Benzoate, Potassium Sorbate, Calcium Gluconate",approved,30/06/2026
Plum seed oil,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Prunus Domestica Seed Oil,approved,30/06/2026
Potassium Cetyl Phosphate,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Potassium Cetyl Phosphate,approved,30/06/2026
Rice Bran wax,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Oryza Sativa Bran Wax,approved,30/06/2026
Sodium Copper Chlorophyllin,IXOM Operations T/A Pure Ingredients Ltd,100% Derived natural,Chlorophyllin Copper Complex (US),approved,30/06/2026
Sunflower Lecithin (Sunvolec L),IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Lecithin,approved,30/06/2026
Sunflower oil VOSUNRO,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Helianthus Annuus (sunflower) Seed Oil,approved,30/06/2026
Tamanu Oil organic,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Calophyllum Inophyllum Seed Oil,approved,30/06/2026
Tomato Seed Oil- Refined,IXOM Operations T/A Pure Ingredients Ltd,100% Natural,Solanum Lycopersicum Seed Oil,approved,30/06/2026
Yellow Iron Oxide KT-810021,IXOM Operations T/A Pure Ingredients Ltd,100% Nature-identical,Iron Oxide CI 77492,approved,30/06/2026
Castor Oil CP,IXOM Operations T/A Pure Ingredients Ltd,100% Natural (100% Organic),Ricinus Communis (Castor) Seed Oil,approved,30/06/2026
Camphor nat. S0400971,Frey + Lau GmbH,100% Natural,Camphor,approved,12/09/2026
"Nat. Aroma für Zahncreme,·Typ Citrus-Morning P0128586",Frey + Lau GmbH,100% Natural,Parfum,approved,12/09/2026
Nat. Parfümöl Fresh & Green P0252062,Frey + Lau GmbH,100% Natural,Parfum,approved,12/09/2026
"Nat. Zahncreme-Aroma,·Typ Bubble Gum P0129838",Frey + Lau GmbH,100% Natural,Parfum,approved,12/09/2026
WORESANA®buc-S,woresan GmbH,2% Natural (100% Organic) 98% Water,"Aqua, Polygonum Fagopyrum Seed Extract/Lactobacillus Ferment",certified,12/09/2026
WORESANA®ama-S,woresan GmbH,2% Natural (100% Organic) 98% Water,"Aqua, Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate",certified,12/09/2026
ZincoSense,Uviva Technologies GmbH,100% Nature-identical,Zinc Oxide,approved,19/06/2026
"Nat. Aroma, Typ Zitrus P0129773",Frey + Lau GmbH,16% Natural 84% Derived natural,"Parfum, Triethyl Citrate",approved,12/09/2026
Nat. Parfümöl Balmy P0252657,Frey + Lau GmbH,13% Natural 87% Derived natural,"Parfum, Triethyl Citrate",approved,12/09/2026
Nat. Parfümöl Limette P0252569,Frey + Lau GmbH,71% Natural 29% Derived natural,"Parfum, Triethyl Citrate",approved,12/09/2026
