Product Name,Brand,Certification,Manufacturer,Description
BI GOOD INTIMWASCHGEL ALOE VERA,bi good,Natural cosmetics,PURE GREEN GmbH,"Ingredients 
AQUA, GLYCERIN, ALOE BARBADENSIS LEAF JUICE*, LAURYL GLUCOSIDE, SODIUM COCO-SULFATE, XANTHAN GUM, SODIUM BENZOATE, LEVULINIC ACID, SODIUM LEVULINATE, CITRIC ACID, POTASSIUM SORBATE.
     * of controlled biological cultivation 
         PRESERVED WITH: SODIUM BENZOATE, POTASSIUM SORBATE.

Description
bi good intimate wash gel Aloe Vera
 - especially suitable for sensitive skin & without perfume
 - Particularly gentle cleansing and care of the intimate zone
 - Organic aloe vera nourishes, soothes and refreshes
 - Certified natural cosmetics according to NATRUE & Vegan
 - Tube made from 60% recycled material

Daily cleansing of the most sensitive part of the body should ensure that balance in this area is maintained as naturally as possible. bi good intimate wash gel with soothing organic aloe vera has been specially developed for the care of the intimate zone.

The fragrance-free formulation with mild plant-based surfactants is particularly gentle and refreshes the intimate area. In this way, the natural balance is maintained and you feel completely comfortable."
SKIN PROTECTION – CLEANSING GEL,SANTE,Natural cosmetics,LOGOCOS Naturkosmetik GMBH & CO. KG,"Ingredients 
Aqua (Water), Coco-Glucoside, Lauryl Glucoside, Vitis Vinifera (Grape) Seed Oil, Glycerin, Dehydroxanthan Gum, Glyceryl Oleate, Carrageenan, Levulinic Acid, p-Anisic Acid, Sodium Levulinate, Sodium Lactate, Plukenetia Volubilis Seed Oil*, Lactococcus Ferment Lysate, Lactic Acid, PCA Ethyl Cocoyl Arginate, Citric Acid, Sodium Chloride, Tocopherol, Phenylpropanol, Hydrogenated Palm Glycerides Citrate, Lecithin, Ascorbyl Palmitate, Parfum (Fragrance)**, Linalool**, Limonene**
     *  from certified organic agriculture
   ** natural essential oil

Description
Instantly soothing, gently cleansing cleansing gel that balances the skin's flora for long-lasting soft and nourished skin.

 ✓ Cleanses gently and gently, without drying out
 ✓ Removes even make-up reliably
 ✓ Frees from dirt and sebum
 ✓ Delicately foaming cream-gel is particularly gentle on the skin

Usage
Lather with water in the morning and evening and massage in gently. Then wash the face with lukewarm water."
FAMILY EXTRA SENSITIVE ORGANIC ALOE VERA SHAMPOO & BISABOLOL [RPET],SANTE,Natural cosmetics,LOGOCOS Naturkosmetik GMBH & CO. KG,"Ingredients 
Aqua (Water), Sodium Coco-Sulfate, Lauryl Glucoside, Coco-Glucoside, Glycerin, Aloe Barbadensis Leaf Juice*, Maris Sal (Sea Salt), Bisabolol, Aloe Barbadensis Leaf Juice Powder, *Citric Acid, Betaine, Sodium Cocoyl Glutamate, Disodium Cocoyl Glutamate, Arginine, PCA Glyceryl Oleate, Phytic Acid, PCA Ethyl Cocoyl Arginate, Potassium Sorbate, Parfum (Fragrance)**
     *  from certified organic agriculture
   ** natural essential oil"
MEDITAO CISTROSENCREME,TAOASIS,Organic cosmetics,Taoasis GmbH,"Ingredients
Aqua, Glycine Soja Oil, Oenothera Biennis Oil, Alcohol denat., Glyceryl Stearate SE, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter, Cetearyl Alcohol, Cera Alba, Cistus Ladaniferus Oil, Parfum, Glycerin, Copernicia Cerifera Cera, Prunus Amygdalus Dulcis Oil, Simmondsia Chinensis Seed Oil, Helianthus Annuus Seed Oil, Citric Acid, Sodium Hydroxide, Citral, Citronellol, Geraniol, Limonene, Linalool, Tocopherol.

Description
Even the pleasantly spicy scent of the Cistus is a treat for skin and soul. The creamy balm with evening primrose oil is a formulation of high-quality organic raw materials, which offers ideal care for the face and body - especially for the sensitive and irritated skin. 

Usage
Apply thinly to the affected areas of skin and gently massage in for care and regeneration. Apply selectively for infants once a day, dose sparingly and avoid hands and face.
Store in a cool place!"
POMEGRANATE VOLUMISING SHAMPOO - ZA HAIR SHAMPOO,Weleda,Natural cosmetics,"Weleda Japan Co., Ltd.","Ingredients
Water, propanediol, macadamia seed oil, olive fruit oil *, cetearyl alcohol, brush kaalcohol, shea butter *, brush sill isoleucine escillate, behenyl alcohol, fragrance **, polyglyceryl caprate-3, polyglyceryl myristate-10, pomegranate Seed oil *, pomegranate seed oil *, aloe vera juice *, pomegranate fruit extract, altea root extract *, sardine root extract, glyceryl stearate, glyceryl caprylate, polyglyceryl-10 , Glycerin, sunflower seed oil, phospholipids, ethanol, arginine, p-anisic acid, citric acid

* Organic ingredients
** Derived from natural essential oils

Description
Aging care * shampoo that supports the scalp in the same way as facial care.
With the blessing of pomegranate, which is rich in beauty ingredients, it moisturizes the hair and scalp.
We also take care of hair that tends to be petan from the root.
* Age-appropriate scalp and hair care"
DUSCHGEL LEMONGRAS,BLÜTE-ZEIT,Natural cosmetics,Maxim Markenprodukte GmbH&Co.KG,"Ingredients 
Aqua, Lauryl Glucoside, Sodium Coco-Sulfate, Glycerin, Aloe Barbadensis Leaf Juice*, Coco-Glucoside, Mentha Citrata Leaf Extract*, Sodium Lactate, Maris Sal, Sodium Cocoyl Glutamate, Disodium Cocoyl Glutamate, Alcohol* denat., Levulinic Acid, Sodium Levulinate, Parfum**, Limonene**
     * ingredients from certified organic agriculture
    ** from natural essential oils""

Description
Shower Gel"
MASCHERA CAPELLI NUTRIENTE,Bio Happy,Natural cosmetics,Gala srl,"Ingredients
Aqua, Glycerin, Butyrospermum parkii butter*, Cetearyl alcohol, Cetyl alcohol, Brassica alcohol, Hydrogenated castor oil/sebacic acid copolymer, Macadamia integrifolia seed oil*, Prunus amygdalus dulcis oil, Musa sapientum fruit extract*, Persea gratissima oil*, Lecithin, Brassicyl isoleucinate esylate, Sodium cetearyl sulfate, Olus oil, Lauroyl arginine, Helianthus annuus seed oil, Tocopherol, Beta-sitosterol, Squalene°, Sodium benzoate, Potassium sorbate, Citric acid, Lactic acid, Parfum°, Limonene°. 
     * of controlled biological cultivation 
     °  from natural essential oils

Description
Nourishing hair mask banana
Jungle infusion

The ideal mask to hydrate and nourish dry hair thanks to the nourishing and emollient properties of banana extract. Gently detangles and leaves hair soft and shiny.

Usage
Apply to wet hair after washing. Wait 5 minutes then rinse with warm water."
MOISTURE FRESH – SOLID FACE CLEANSER,SANTE,Natural cosmetics,LOGOCOS Naturkosmetik GMBH & CO. KG,"Ingredients 
Sodium Coco-Sulfate, Sea Salt, Cetearyl Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Kaolin, Butyrospermum Parkii (Shea) Butter*, Citric Acid, Inulin, Parfum (Fragrance)**, Theobroma Cacao (Cocoa) Seed Butter*, Squalane, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice Powder*, Aqua (Water), Citronellol**, Linalool**, Limonene**, Geraniol**, CI 77510 (Ferric Ferrocyanide)
     *  from certified organic agriculture
   ** natural essential oil

Description
The solid facial cleanser cleanses the skin immediately and effectively of make-up and dirt. It preserves the skin's moisture balance, which prevents it from drying out, for long-lasting, nourished, hydrated skin.

 ✓ Cleanses gently and thoroughly
 ✓ Mild, soap-free formula with a fresh, all-natural scent
 ✓ Delicate foam for refreshed & invigorated skin
 ✓ 100% sustainable - 0% plastic: facial cleansing without compromise

Usage
Apply directly to moistened face or lather with water in your hands. Avoid the eye area. Wash off with lukewarm water. After use, allow solid facial cleansing to dry and store in a dry place. The optimal foam develops after about 2-3 applications."
CALMING CLEANSER,PRATO BOTANICO,Organic cosmetics,materra naturals,"Ingredients
Aqua (Water), Aloe Barbadensis (Aloe Vera) Leaf Extract*, Glycerin, Sodium Hyaluronate, Betaine, Xanthan Gum, Coco-glucoside, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Potassium Sorbate, Algin, Citric Acid, Sodium Dehydroacetate.
     *FROM ORGANIC FARMING

Description
A gentle cleansing gel composed of organic botanical ingredients with moisturizing, protective and purifying active ingredients to delicately cleanse without causing irritation to the skin. Organic Aloe Vera and Hyaluronic Acid soothe and soften the skin upon application. The cleanser removes facial impurities without altering the skin’s natural pH, providing a deeply hydrating and smoothing cleanse.

Made with Aloe Vera and Hyaluronic Acid.

99.3% of total ingredients from natural origin.
100.0% of vegetal ingredients from organic farming.

Certified Organic. Vegan Friendly, Cruelty Free.

Usage
Apply (morning and evening) a small amount to your face and massage with a gentle circular motion on face, neck and décolleté to remove impurities. Rinse thoroughly."
ALVERDE FESTE DUSCHE GRANATAPFEL,alverde Naturkosmetik,Natural cosmetics,Velvety Manufaktur GmbH,"Ingredients
Sodium Coco-Sulfate, Citric Acid, Parfum**, Limonene**, Zea Mays Starch, Theobroma (Cacao) Seed But ter*, Butyrospermum Parkii (Shea) But ter*, Cocos Nucifera (Coconut) Oil*, Linalool**, Citronellol**
     * of controlled biological cultivation 
    ** from natural essential oils"
CARING HERBAL HAIR DYE POWDER I ORGANIC HENNA MAHOGANY RED,Logona,Natural cosmetics,LOGOCOS Naturkosmetik GMBH & CO. KG,"Ingredients 
Henna*, Indigofera Tinctoria Leaf Powder, Beta Vulgaris (Beet) Root Powder, Rheum Rhaponticum Root Powder, Lawsonia Inermis (Henna) Leaf Extract, Maltodextrin Aqua (Water), Alcohol*, Glyceryl Stearate SE, Cetyl Alcohol, Betaine, Cetearyl Alcohol, Vitis Vinifera (Grape) Seed Oil, Inulin, Olea Europaea (Olive) Fruit Oil*, Linoleic Acid, Hydrolyzed Corn Protein, Hydrolyzed Wheat Protein, Disodium Cocoyl Glutamate, Hydrolyzed Soy Protein, Mica, Glycerin, Arginine, Hydrolyzed Jojoba Esters, Sodium Cocoyl Glutamate, Sodium Citrate, Tocopherol, Urtica Dioica (Nettle) Extract*, Citric Acid, PCA Ethyl Cocoyl Arginate, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil*, Levulinic Acid, Sodium Levulinate, Linolenic Acid, Parfum (Fragrance)**, Linalool**, Limonene**, CI 77891 (Titanium Dioxide)
     *  from certified organic agriculture
   ** natural essential oil"
BAYBIES BABY BAD,baybies,Natural cosmetics,PURE GREEN GmbH,"Ingredients 
Aqua, Lauryl Glucoside, Coco-Glucoside, Glycerin, Xanthan Gum, HelianthusAnnuus Hybrid Oil*, Hamamelis Virginiana Flower Water*, Glyceryl Oleate, Sodium Levulinate, Citric Acid, Disodium Cocoyl Glutamate, Sodium Anisate, Sodium Cocoyl Glutamate, Chamomilla Recutita Flower Extract*, Tocopherol, Hydrogenated Vegetable Glycerides Citrate.
     * of controlled biological cultivation

Description
BAYBIES® Baby Bath Mild Care Bath

The fragrance-free baybies Baby Bath has been specially developed for sensitive baby skin and cleanses particularly gently with mild cleansing substances of natural origin. The mild formula with organic witch hazel, organic sunflower oil and organic chamomile extract soothes the skin and ensures well-being and relaxation. The soothing and gentle baby bath provides the skin with lasting moisture and is also suitable for newborns.

✓  Cleanses particularly gently with mild washing substances and provides the skin with lasting moisture
✓ Calming and relaxing thanks to organic chamomile extract and organic witch hazel
✓ Certified Natural Cosmetics (NATRUE)
✓ Vegan and sustainable
✓ Fragrance-free, alcohol-free

Usage
 Spread 2-3 splashes of the baby bath in the warm bath water. The ideal temperature is 36 degrees. Maximum bathing time 5-10 minutes. As a mild baby shampoo, it cares for the sensitive scalp and makes the hair easy to comb."
SHOWER BAR SOLID BODY WASH LAVENDER + VETIVER,Weleda,Natural cosmetics,Weleda AG,"Ingredients 
Sodium Palmate, Water (Aqua), Glycerin, Sodium Cocoate, Fragrance (Parfum)**, Linalool**, Butyrospermum Parkii (Shea) Butter*, Coconut Acid, Sodium Chloride, Sodium Citrate, Phytic Acid, Limonene**, Geraniol**, Coumarin**.
     * of controlled biological cultivation 
   ** from natural essential oils

Description
Relax and unwind with the soothing blend of aromatic Lavender and woody Vetiver.

The fragrance with 100% natural essential oils comes alive in the steam of the shower for a relaxing and balancing experience. The biodegradable formula is of 100% natural origin and the creamy lather enriched with organic shea butter and plant-based glycerin cares for skin, leaving it pampered and thoroughly cleansed.

-    100% natural origin
-    24% organic ingredients
-    Suitable for vegans
-    Biodegradable formula
-    Zero-plastic packaging
-    Packaging made from at least 55% recycled raw material
-    Concentrated formula lasts approximately as long as two 150ml Weleda shower washes"
CLEANSING CREAM,mellow NOIR,Natural cosmetics,Truly Natural Cosmetics GmbH,"Ingredients
Aqua, Prunus Amygdalus Dulcis Oil, Coco-Caprylate, Pentylene Glycol, Stearyl Alcohol, C14-22 Alcohols, Decyl Glucoside, Glyceryl Behenate, Glycerin, Coffea Arabica/Canephora Seed Oil, C12-20 Alkyl Glucoside, Glyceryl Stearate, Parfum, Inulin, Glyceryl Caprylate, Xanthan Gum, Tocopherol, Citrus Aurantium Bergamia Fruit Juice, Sodium Stearoyl Glutamate, Helianthus Annuus Seed Oil, Glyceryl Undecylenate, Citrus Limon Peel Extract, Alpha-Glucan Oligosaccharide, Citric Acid, Glucose, Linalool, Citronellol

Description
 - Gently frees your skin from (waterproof) make-up, dirt and excess sebum
 - Prevents impurities, moisturizes and supports the sensitive skin barrier with state-of-the-art prebiotics
 - Deep pore cleansing without a tight, dry skin feeling
 - Very good skin compatibility, dermatologically tested on sensitive skin
 - Suitable for sensitive skin, mature skin, dry skin, combination skin, normal skin, oily skin, blemished skin and men's skin.

Usage
Use morning and evening as the first step of the skincare routine. Apply the Cleansing Cream to the skin of the face and massage it in slowly. It now binds make-up, dirt and deposits. The cleansing cream transforms on the skin into an easy-to-wash cleansing milk. Remove them with lukewarm water and gently pat your face dry."
WOHLTUENDES BADESALZ LAVENDEL,bi good,Natural cosmetics,GW Cosmetics GmbH,"Ingredients 
SODIUM CHLORIDE, GLYCERIN, PARFUM*, LINALOOL*, AQUA, LAVANDULA ANGUSTIFOLIA OIL, LIMONENE*, LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT**. 
     ** of controlled biological cultivation 
       * from natural essential oils

Description
Lavender Bath Salt
 - for relaxing bathing moments
 - pampers the skin with plant-based ingredients
 - contains essential oils
 - with a pleasant lavender scent
 - Certified natural cosmetics according to NATRUE & Vegan

Of course, any tension falls away during a relaxing bath: the bi good Lavender bath salt pampers every skin type with its herbal ingredients. Essential oils and the soothing scent of lavender make you forget everyday life and let your thoughts drift away. It's nice that the supple feeling remains even after the bath. Of course, it lasts even longer if you treat your skin to our bi good Body & Massage Oil Lavender afterwards. Because when it comes to nature, you can't relax enough.

Usage
Add bath salts to the warm, run-in bath water and allow to dissolve completely. Optimal bathing temperature - 36-38 degrees. Bathing time: 10-20 minutes."
FUSSCREME BIO-SALBEI,alviana Naturkosmetik,Natural cosmetics,Bonano GmbH,"Ingredients
Aqua, Butyrospermum Parkii Butter*, Glycerin, Alcohol*, Helianthus Annuus Seed Oil*, Potassium Cetyl Phosphate, Simmondsia Chinensis Seed Oil*, Cetearyl Alcohol, Hydrogenated Palm Glycerides, Aloe Barbadensis Leaf Juice*, Cocos Nucifera Oil*, Glycine Soja Oil*, Theobroma Cacao Seed Butter, Salvia Officinalis Leaf Extract*, Lavandula Angustifolia Oil**, Tocopherol, Triethyl Citrate, Sodium Levulinate, Hydrogenated Vegetable Glycerides, Xanthan Gum, Levulinic Acid, Sodium Anisate, Citric Acid, Parfum**, Limonene**, Citral**, Linalool**, Geraniol**
     * ingredients from certified organic agriculture
   ** from natural essential oils

Description
Rich and nurturing skincare with organic sage extract and vitamin E – for soft and tender feet.

   -    for soft and smooth skin
   -    quickly absorbed and leaves the skin feeling beautifully cared for
   -    with lipid-replenishing shea butter and organic cocoa butter

  Tube made of 51% recycled material (not including cap)"
NATURSTÜCK SOLID CARE SHAMPOO ORGANIC HEMP & ORGANIC ALMOND OIL [REPAIR],Logona,Natural cosmetics,LOGOCOS Naturkosmetik GMBH & CO. KG,"Ingredients 
Sodium Coco-Sulfate, Cetearyl Alcohol, Sea Salt, Glycerin, Citric Acid, Talc, Theobroma Cacao (Cocoa) Seed Butter*, Pisum Sativum (Pea) Peptide, Inulin, Olea Europaea (Olive) Fruit Oil*, Parfum (Fragrance)**, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Butyrospermum Parkii (Shea) Butter*, Arginine, Cannabis Sativa Seed Oil*, Leuconostoc/Radish Root Ferment Filtrate, Aqua (Water), Linalool**, Benzyl Salicylate** 
     *  from certified organic agriculture
   ** natural essential oil"
LOOSE POWDER,Terra Naturi Naturkosmetik,Natural cosmetics,emea Handelsgesellschaft mbH,"Ingredients
talc, zea mays starch, mica, magnesium stearate, kaolin

Description
Matts the complexion and makes the skin look more even."
CONDITIONER,KUMARI,Organic cosmetics,KUMARI – Produkte Vertriebs GmbH,"Ingredients
Bio Aloe Barbadensis leaf extract* (46%), Aqua, Cetearyl Alcohol, Olea Europaea fruit extract*, Glycerin, Cetearyl Glucoside, Octyldodecanol, Rosmarinus Officinalis leaf extract*, Lavandula Angustifolia flower extract*, Butyrospermumparkii butter*, Triticum Vulgare germ oil*, Sodium benzoate, Parfum, Benzyl Alcohol, Moringa Oleifera Seed Extract, Sodium Dehydroacetate, Algin, Salicylic Acid, Sorbic Acid, Citric Acid, Maltodextrin, Linalool, Geraniol 
     * from controlled biological cultivation"
ROSE REJUVENATING SERUM,PURITY VISION,Organic cosmetics,Natures Care CZ s.r.o.,"Ingredients
Rosa Damascena Flower Water*, Aqua, Glycerin, Sodium Hyaluronate, Vegetable Collagen, Superoxide Dismutase, Cucumis Sativus Fruit Extract, Equisetum Arvense Extract, Hordeum Vulgare Extract, Vanilla Planifolia Fruit Extract, Sacharomyces Cerevisiae Extract, Sodium Levulinate, Sodium Anisate, Leuconostoc/Radish Root Ferment Filtrate, Lactic Acid, Citronellol**, Geraniol**.
     * From controlled organic farming.
   ** natural component

Description
Give your skin the care of the queen of flowers, enriched with herbal extracts and effective natural substances with an anti-aging effect. You will love the Bio Pink Rejuvenating Serum for its intensive regeneration effect, which all skin types will appreciate. The complex composition of natural active substances deeply hydrates, nourishes and strengthens the skin. It helps to reduce fine lines, but also deeper wrinkles and takes care of a youthful appearance. In addition, regular use of the serum in the eye area smooths the circles under the eyes and makes you glow beautifully. You will fall in love with the fresh scent of rose complemented by sweet notes of vanilla.

Due to the high content of effective natural substances, Bio Pink Rejuvenating Serum is an exclusive product with a unique composition. The individual components of the serum work synergistically and the effects complement each other perfectly. Love this natural treasure for a youthful and radiant look."
"FUSSCREME CALENDULA, LAVENDEL & MYRRHE",ginuht's NATURKOSMETIK,Organic cosmetics,Dr. Evers GINUHT GmbH,"Ingredients
Aqua (Water), Prunus Amygdalus Dulcis Oil, Glycerin, Pentylene Glycol, Cera Alba, Butyrospermum Parkii Butter, Polyglyceryl-3 Stearate, Calendula Officinalis Flower Extract, Glyceryl Caprylate, Lavandula Angustifolia Oil, Commiphora Myrrha Resin Extract, Linalool, Limonene, Geraniol.

Description
Our Calendula, Lavender & Myrrh Foot Cream regenerates and heals the skin of your feet with the power of nature. The high-quality organic ingredients are quickly absorbed and care for your feet beautifully. 
Especially our feet, which carry us every day, deserve the best care.

Cruelty-free and free of harmful additives. 

Main active ingredients: almond oil, beeswax, shea butter, calendula, lavender and myrrh.

Like all our products, this foot cream is developed by ourselves from the highest quality organic ingredients. It is NATRUE organic cosmetics certified and dermatologically tested.

Developed and manufactured in Germany."
DUSCHGEL WINTERWALD,alverde Naturkosmetik,Natural cosmetics,dm-drogerie markt GmbH + Co. KG,"Ingredients
AQUA, SODIUM COCO-SULFATE, GLYCERIN, DECYL GLUCOSIDE, XANTHAN GUM, BETAINE, SODIUM LEVULINATE, SODIUM ANISATE, PARFUM, CITRIC ACID, LIMONENE**
   ** from natural essential oils

Description
 - Limited Edition: Christmas
 - Set includes: 1x care shower (150 ml), 1x hand cream (75 ml), 1x body lotion (150 ml)
 - Certified natural cosmetics
 - For a fresh and well-groomed skin feeling every day
 - Ideal as a gift

The Winter forest gift set from alverde Naturkosmetik contains everything you need for a fresh skin feeling in winter. The gently cleansing care shower contains glycerin from natural origin and provides the skin with intensive moisture. The benevolent hand cream contains selected ingredients such as organic shea butter and organic soy oil and pleasantly cares for stressed hands. The body lotion in the set makes it an unbeatable trio, as your skin is pampered by the lotion, while the application can also reduce feelings of tension on the skin. The Three Musketeers for all-round care of your skin."
AROMA SHOWER SUMMER BOOST,Weleda,Natural cosmetics,Weleda AG,"Ingredients
Water (Aqua), Alcohol Denat**, Disodium Cocoyl Glutamate, Coco-Glucoside, Glycerin, Sodium Cocoyl Glutamate, Fragrance (Parfum)*, Xanthan Gum, Lactic Acid, Citric Acid, Tocopherol, Lecithin, Glyceryl Oleate, Hydrogenated Palm Glycerides Citrate, Ascorbyl Palmitate, Limonene*, Linalool*, Geraniol*, Citral*.
   * from natural essential oils and/or plant extracts
** Organic ingredient

Description
Enjoy the positive vibes of summer with this 'limited edition' shower gel.

Prepare to let those summer vibes in and feel the joy radiate. The refreshing essential oils will transport you to the summer months as the natural fragrance is released in the hot cascading water of your shower.

Its formulation, which has been dermatologically-tested for suitability on sensitive skin, contains gentle plant-based cleansers that leave skin feeling supple and well cared for. The refreshing formulation is NATRUE-certified natural and biodegradable* - as eco-friendly as it is skin-friendly. (*as defined by OECD).

 - Uplifting fruity fragrance to stimulate your senses
 - Creates a positive and invigorating atmosphere under the shower
 - Preserves the skin's natural moisture
 - Gently cleanses the skin with plant-based surfactants
 - Emotional uplifting efficacy scientifically proven
 - Skin tolerance dermatologically tested
 - Suitable for vegans
 - Pack made from 26.5% recycled PCR
 - Biodegradable formula

Usage
Use it generously all over in the shower or bath. It works without making lots of lather."
BALDINI WOHLFÜHLDUFT,TAOASIS,Organic cosmetics,Taoasis GmbH,"Ingredients
Parfum, Limonene, Citral, Linalool, Citronellol, Farnesol, Geraniol.

Description
Baldini - Scent composition feel-good

Immerse yourself in pure feel-good moments with the ""feel-good scent"". The citrusy blend of 100% natural, essential oils of Litsea Cubeba, Orange and Bergamot gently envelops you, lifts the mood and gives you inner peace. Feel harmony and relaxation spread throughout your home."
BALDINI HANDCREME LAVENDEL DEMETER,TAOASIS,Organic cosmetics,Taoasis GmbH,"Ingredients
Aqua, Lavandula Angustifolia Flower Water°, Simmondsia Chinensis Seed Oil°, Alcohol denat.°, Cetearyl Alcohol, Glyceryl Stearate Citrate, Butyrospermum Parkii Butter*, Helianthus Annuus Seed Oil°, Glycerin*, Glyceryl Caprylate, Xanthan Gum, Tocopherol, Lactic Acid, Parfum*/**, Linalool**, Geraniol**, Limonene**, Citral**, Farnesol**.

  ° from Demeter/biodynamic cultivation 
  * from controlled organic cultivation 
** from 100% natural, essential oils

Description
Let yourself be enchanted by the delicate scent of the Demeter-certified Baldini Hand Cream Lavender and enjoy a little break from everyday life. Its relaxing scent takes you into the world of delicately floral lavender and gives you pure relaxation. The rich formula is ideal for the care of dry skin and prevents the skin from drying out. With shea butter and valuable, Demeter-certified lavender oil, it intensively nourishes the skin and supports the skin barrier at the same time. These high-quality ingredients provide your skin with lasting moisture and strengthen its protection. At the same time, it ensures a long-lasting velvety soft skin feeling. Treat your hands to this little moment of relaxation and experience care that you can feel."
BALDINI HANDCREME ROSE DEMETER,TAOASIS,Organic cosmetics,Taoasis GmbH,"Ingredients
Aqua, Simmondsia Chinensis Seed Oil°, Rosa Damascena Flower Water°, Alcohol denat.°, Cetearyl Alcohol, Glyceryl Stearate Citrate, Butyrospermum Parkii Butter*, Helianthus Annuus Seed Oil°, Glycerin*, Glyceryl Caprylate, Xanthan Gum, Tocopherol, Lactic Acid, Parfum*/**, Limonene**, Linalool**, Geraniol**, Citral**, Farnesol**.

  ° from Demeter/biodynamic cultivation 
  * from controlled organic cultivation 
** from 100% natural, essential oils

Description
With its delicate fragrance, the Demeter-certified Baldini Hand Cream Rose pampers your senses and cares for your hands gently and naturally. Specially developed for sensitive skin, the cream combines Demeter-certified jojoba oil with high-quality rose oil to pamper and intensely moisturize your skin. The light jojoba oil is rich in omega-9 fatty acids, is quickly absorbed and leaves the skin feeling velvety soft. Your hands feel supple, nourished and pleasantly soft - perfect for everyday life or a short moment to take a deep breath. Whether at home, on the road or in the office - the Baldini Rose Hand Cream is always with you when your skin needs an extra dose of love."
BALDINI HANDCREME ZITRUS DEMETER,TAOASIS,Organic cosmetics,Taoasis GmbH,"Ingredients
Aqua, Simmondsia Chinensis Seed Oil°, Melissa Officinalis Flower Water°, Alcohol denat.°, Cetearyl Alcohol, Glyceryl Stearate Citrate, Butyrospermum Parkii Butter*, Helianthus Annuus Seed Oil°, Glycerin*, Glyceryl Caprylate, Xanthan Gum, Tocopherol, Lactic Acid, Parfum*/**, Limonene**, Citral**, Linalool**, Geraniol**.

  ° from Demeter/biodynamic cultivation 
  * from controlled organic cultivation 
** from 100% natural, essential oils

Description
The refreshing scent of the Demeter-certified Baldini Citrus Hand Cream invigorates and gives your hands an invigorating freshness and smooth care. With its light, citrusy scent, the cream brings a touch of summer into your everyday life and provides a moment of refreshment. Perfect for normal skin, it nourishes intensively with valuable jojoba oil and lemon oil. The light and nourishing jojoba oil is rich in omega-9 fatty acids, which intensively nourish the skin and support its natural barrier. At the same time, it provides your hands with lasting moisture and leaves your skin feeling silky. It is the perfect companion - whether in your handbag, at work or at home."
MATT-PASTE,alverde Naturkosmetik,Natural cosmetics,dm-drogerie markt GmbH + Co. KG,"Ingredients
AQUA, CANDELILLA CERA, HELIANTHUS ANNUUS SEED OIL*, ALCOHOL*, GLYCERYL STEARATE, GLYCERIN, CETEARYL ALCOHOL, STEARIC ACID, PALMITIC ACID, KAOLIN, PARFUM**, ARGANIA SPINOSA KERNEL OIL*, SIMMONDSIA CHINENSIS SEED OIL*, SODIUM LEVULINATE, SODIUM STEAROYL GLUTAMATE, SODIUM ANISATE, LEVULINIC ACID, CITRONELLOL**, LINALYL ACETATE**, LINALOOL**, CITRUS AURANTIUM BERGAMIA PEEL OIL**, LIMONENE**, MENTHOL**, CARVONE**, XANTHOPHYLLS, BETA-CARYOPHYLLENE**, BENZYL ALCOHOL**, PINENE**.
     * from certified organic agriculture 
   ** from natural essential oils

Description
 - Flexible hold
 - For different hair looks
 - Perfect for special occasions

The styling matte paste from alverde NATURKOSMETIK ensures a flexible hold and naturally defined and matte looks. Infused with organic jojoba oil and organic argan oil, the paste adds the finishing touches to styling. Formulated without microplastics and water-soluble purely synthetic polymers.

Usage
Rub a small amount into the palms of your hands and work into dry or damp hair or sculpt individual strands. 
Tip: Individual sections can be tousled, twirled or flattened."
DM ALVERDE ANTIWUNDREIB STICK 25G,alverde Naturkosmetik,Natural cosmetics,dm-drogerie markt GmbH + Co. KG,
HYDRO TONIC BOOSTER,PURITY VISION,Natural cosmetics,Natures Care CZ s.r.o.,
POWER TONIC BOOSTER,PURITY VISION,Organic cosmetics,Natures Care CZ s.r.o.,
MEN SENSITIV 2IN1 GESICHTSWASCHGEL,lavera,Natural cosmetics,Laverana GmbH & Co. KG,
TROCKENSHAMPOO SENSITIVE,Alterra Naturkosmetik,Natural cosmetics,Dirk Rossmann GmbH,
ORGANIC ROSE OTTO FACE TONER BIO DAMASCENA,Alteya Organics,Organic cosmetics,Alteya Organics LLC,
HAARÖL REPAIR & CARE,BLÜTE-ZEIT,Natural cosmetics,Maxim Markenprodukte GmbH&Co.KG,
RETINOL TONIC BOOSTER,PURITY VISION,Organic cosmetics,Natures Care CZ s.r.o.,
VITAMIN C TONIC BOOSTER,PURITY VISION,Organic cosmetics,Natures Care CZ s.r.o.,
